"","sample_year","sample_date","project_code","trip_no","effort_no","submitter_sample_id","management_area_code","location_code","fishery_code","gear_type","gear_code","submitter_specimen_id","date_sampled","field_species_code","length","length_type_code","weight","weight_type_code","gender_code","maturity_code","specimen_comment","Bin","BinLocation","ADUID"
"299",2017,2017-07-16,"SO1","0236","DS17-5589","DS17040924201707160236","YAK","D04","CO","Dredge","22",46,2017-07-16,"850",96,"SH",NA,"WH",NA,NA,NA,"(95,97]","D04 (95,97]","17D5589~236"
"301",2017,2017-07-24,"SO2","0401","DS17-5589","DS17040924201707240401","YAK","D04","CO","Dredge","22",3,2017-07-24,"850",117,"SH",NA,"WH",NA,NA,NA,"(115,117]","D04 (115,117]","17D5589~401"
"302",2017,2017-07-27,"SO2","0452","DS17-5589","DS17040924201707270452","YAK","D04","CO","Dredge","22",3,2017-07-27,"850",117,"SH",NA,"WH",NA,NA,NA,"(115,117]","D04 (115,117]","17D5589~452"
"303",2017,2017-07-22,"SO2","0357","DS17-5589","DS17040924201707220357","YAK","D04","CO","Dredge","22",5,2017-07-22,"850",116,"SH",NA,"WH",NA,NA,NA,"(115,117]","D04 (115,117]","17D5589~357"
"304",2017,2017-07-27,"SO1","0450","DS17-5589","DS17040924201707270450","YAK","D04","CO","Dredge","22",9,2017-07-27,"850",117,"SH",NA,"WH",NA,NA,NA,"(115,117]","D04 (115,117]","17D5589~450"
"305",2017,2017-07-14,"SO1","0201","DS17-5589","DS17040924201707140201","YAK","D04","CO","Dredge","22",7,2017-07-14,"850",117,"SH",NA,"WH",NA,NA,NA,"(115,117]","D04 (115,117]","17D5589~201"
"306",2017,2017-09-01,"SO2","0431","DS17-5594","DS17058200201709010431","YAK","D04","CO","Dredge","22",3,2017-09-01,"850",129,"SH",NA,"WH",NA,NA,NA,"(125,131]","D04 (125,131]","17D5594~431"
"307",2017,2017-09-05,"SO2","0500","DS17-5594","DS17058200201709050500","YAK","D04","CO","Dredge","22",4,2017-09-05,"850",129,"SH",NA,"WH",NA,NA,NA,"(125,131]","D04 (125,131]","17D5594~500"
"308",2017,2017-07-28,"SO1","0468","DS17-5589","DS17040924201707280468","YAK","D04","CO","Dredge","22",6,2017-07-28,"850",129,"SH",NA,"WH",NA,NA,NA,"(125,131]","D04 (125,131]","17D5589~468"
"309",2017,2017-07-15,"SO1","0213","DS17-5589","DS17040924201707150213","YAK","D04","CO","Dredge","22",5,2017-07-15,"850",128,"SH",NA,"WH",NA,NA,NA,"(125,131]","D04 (125,131]","17D5589~213"
"310",2017,2017-07-31,"SO1","0519","DS17-5589","DS17040924201707310519","YAK","D04","CO","Dredge","22",9,2017-07-31,"850",131,"SH",NA,"WH",NA,NA,NA,"(125,131]","D04 (125,131]","17D5589~519"
"311",2017,2017-09-12,"SO1","0621","DS17-5594","DS17058200201709120621","YAK","D04","CO","Dredge","22",7,2017-09-12,"850",105,"SH",NA,"WH",NA,NA,NA,"(103,105]","D04 (103,105]","17D5594~621"
"312",2017,2017-07-16,"SO1","0241","DS17-5589","DS17040924201707160241","YAK","D04","CO","Dredge","22",46,2017-07-16,"850",104,"SH",NA,"WH",NA,NA,NA,"(103,105]","D04 (103,105]","17D5589~241"
"313",2017,2017-07-24,"SO2","0401","DS17-5589","DS17040924201707240401","YAK","D04","CO","Dredge","22",2,2017-07-24,"850",105,"SH",NA,"WH",NA,NA,NA,"(103,105]","D04 (103,105]","17D5589~401"
"315",2017,2017-09-09,"SO1","0568","DS17-5594","DS17058200201709090568","YAK","D04","CO","Dredge","22",41,2017-09-09,"850",105,"SH",NA,"WH",NA,NA,NA,"(103,105]","D04 (103,105]","17D5594~568"
"316",2017,2017-09-01,"SO1","0427","DS17-5594","DS17058200201709010427","YAK","D04","CO","Dredge","22",51,2017-09-01,"850",98,"SH",NA,"WH",NA,NA,NA,"(97,99]","D04 (97,99]","17D5594~427"
"317",2017,2017-08-27,"SO1","0389","DS17-5594","DS17058200201708270389","YAK","D04","CO","Dredge","22",47,2017-08-27,"850",98,"SH",NA,"WH",NA,NA,NA,"(97,99]","D04 (97,99]","17D5594~389"
"318",2017,2017-09-04,"SO1","0478","DS17-5594","DS17058200201709040478","YAK","D04","CO","Dredge","22",56,2017-09-04,"850",98,"SH",NA,"WH",NA,NA,NA,"(97,99]","D04 (97,99]","17D5594~478"
"319",2017,2017-09-12,"SO1","0619","DS17-5594","DS17058200201709120619","YAK","D04","CO","Dredge","22",57,2017-09-12,"850",98,"SH",NA,"WH",NA,NA,NA,"(97,99]","D04 (97,99]","17D5594~619"
"320",2017,2017-07-18,"SO1","0282","DS17-5589","DS17040924201707180282","YAK","D04","CO","Dredge","22",48,2017-07-18,"850",99,"SH",NA,"WH",NA,NA,NA,"(97,99]","D04 (97,99]","17D5589~282"
"321",2017,2017-09-11,"SO1","0602","DS17-5594","DS17058200201709110602","YAK","D04","CO","Dredge","22",48,2017-09-11,"850",88,"SH",NA,"WH",NA,NA,NA,"(87,89]","D04 (87,89]","17D5594~602"
"322",2017,2017-07-23,"SO1","0377","DS17-5589","DS17040924201707230377","YAK","D04","CO","Dredge","22",48,2017-07-23,"850",88,"SH",NA,"WH",NA,NA,NA,"(87,89]","D04 (87,89]","17D5589~377"
"324",2017,2017-09-07,"SO1","0530","DS17-5594","DS17058200201709070530","YAK","D04","CO","Dredge","22",45,2017-09-07,"850",89,"SH",NA,"WH",NA,NA,NA,"(87,89]","D04 (87,89]","17D5594~530"
"326",2017,2017-07-25,"SO1","0414","DS17-5589","DS17040924201707250414","YAK","D04","CO","Dredge","22",3,2017-07-25,"850",124,"SH",NA,"WH",NA,NA,NA,"(123,125]","D04 (123,125]","17D5589~414"
"327",2017,2017-07-16,"SO1","0234","DS17-5589","DS17040924201707160234","YAK","D04","CO","Dredge","22",6,2017-07-16,"850",125,"SH",NA,"WH",NA,NA,NA,"(123,125]","D04 (123,125]","17D5589~234"
"328",2017,2017-09-02,"SO1","0448","DS17-5594","DS17058200201709020448","YAK","D04","CO","Dredge","22",9,2017-09-02,"850",124,"SH",NA,"WH",NA,NA,NA,"(123,125]","D04 (123,125]","17D5594~448"
"329",2017,2017-07-20,"SO1","0324","DS17-5589","DS17040924201707200324","YAK","D04","CO","Dredge","22",7,2017-07-20,"850",124,"SH",NA,"WH",NA,NA,NA,"(123,125]","D04 (123,125]","17D5589~324"
"330",2017,2017-09-09,"SO2","0572","DS17-5594","DS17058200201709090572","YAK","D04","CO","Dredge","22",10,2017-09-09,"850",125,"SH",NA,"WH",NA,NA,NA,"(123,125]","D04 (123,125]","17D5594~572"
"331",2017,2017-07-17,"SO1","0259","DS17-5589","DS17040924201707170259","YAK","D04","CO","Dredge","22",43,2017-07-17,"850",108,"SH",NA,"WH",NA,NA,NA,"(107,109]","D04 (107,109]","17D5589~259"
"332",2017,2017-08-28,"SO1","0986","DS17-5589","DS17040924201708280986","YAK","D04","CO","Dredge","22",47,2017-08-28,"850",109,"SH",NA,"WH",NA,NA,NA,"(107,109]","D04 (107,109]","17D5589~986"
"333",2017,2017-09-03,"SO1","0462","DS17-5594","DS17058200201709030462","YAK","D04","CO","Dredge","22",55,2017-09-03,"850",109,"SH",NA,"WH",NA,NA,NA,"(107,109]","D04 (107,109]","17D5594~462"
"335",2017,2017-09-01,"SO2","0431","DS17-5594","DS17058200201709010431","YAK","D04","CO","Dredge","22",5,2017-09-01,"850",108,"SH",NA,"WH",NA,NA,NA,"(107,109]","D04 (107,109]","17D5594~431"
"336",2017,2017-07-16,"SO1","0238","DS17-5589","DS17040924201707160238","YAK","D04","CO","Dredge","22",46,2017-07-16,"850",85,"SH",NA,"WH",NA,NA,NA,"(83,85]","D04 (83,85]","17D5589~238"
"339",2017,2017-08-24,"SO1","0336","DS17-5594","DS17058200201708240336","YAK","D04","CO","Dredge","22",42,2017-08-24,"850",85,"SH",NA,"WH",NA,NA,NA,"(83,85]","D04 (83,85]","17D5594~336"
"341",2017,2017-07-29,"SO2","0489","DS17-5589","DS17040924201707290489","YAK","D04","CO","Dredge","22",1,2017-07-29,"850",139,"SH",NA,"WH",NA,NA,NA,"(137,139]","D04 (137,139]","17D5589~489"
"343",2017,2017-09-07,"SO1","0534","DS17-5594","DS17058200201709070534","YAK","D04","CO","Dredge","22",9,2017-09-07,"850",138,"SH",NA,"WH",NA,NA,NA,"(137,139]","D04 (137,139]","17D5594~534"
"344",2017,2017-07-29,"SO1","0483","DS17-5589","DS17040924201707290483","YAK","D04","CO","Dredge","22",1,2017-07-29,"850",138,"SH",NA,"WH",NA,NA,NA,"(137,139]","D04 (137,139]","17D5589~483"
"346",2017,2017-07-24,"SO2","0401","DS17-5589","DS17040924201707240401","YAK","D04","CO","Dredge","22",8,2017-07-24,"850",115,"SH",NA,"WH",NA,NA,NA,"(113,115]","D04 (113,115]","17D5589~401"
"347",2017,2017-07-25,"SO1","0414","DS17-5589","DS17040924201707250414","YAK","D04","CO","Dredge","22",43,2017-07-25,"850",114,"SH",NA,"WH",NA,NA,NA,"(113,115]","D04 (113,115]","17D5589~414"
"350",2017,2017-08-24,"SO2","0338","DS17-5594","DS17058200201708240338","YAK","D04","CO","Dredge","22",4,2017-08-24,"850",115,"SH",NA,"WH",NA,NA,NA,"(113,115]","D04 (113,115]","17D5594~338"
"351",2017,2017-07-31,"SO1","0515","DS17-5589","DS17040924201707310515","YAK","D04","CO","Dredge","22",49,2017-07-31,"850",112,"SH",NA,"WH",NA,NA,NA,"(111,113]","D04 (111,113]","17D5589~515"
"352",2017,2017-07-24,"SO2","0401","DS17-5589","DS17040924201707240401","YAK","D04","CO","Dredge","22",6,2017-07-24,"850",112,"SH",NA,"WH",NA,NA,NA,"(111,113]","D04 (111,113]","17D5589~401"
"353",2017,2017-08-24,"SO2","0338","DS17-5594","DS17058200201708240338","YAK","D04","CO","Dredge","22",10,2017-08-24,"850",112,"SH",NA,"WH",NA,NA,NA,"(111,113]","D04 (111,113]","17D5594~338"
"354",2017,2017-08-26,"SO1","0369","DS17-5594","DS17058200201708260369","YAK","D04","CO","Dredge","22",4,2017-08-26,"850",112,"SH",NA,"WH",NA,NA,NA,"(111,113]","D04 (111,113]","17D5594~369"
"355",2017,2017-09-01,"SO2","0431","DS17-5594","DS17058200201709010431","YAK","D04","CO","Dredge","22",10,2017-09-01,"850",113,"SH",NA,"WH",NA,NA,NA,"(111,113]","D04 (111,113]","17D5594~431"
"356",2017,2017-07-19,"SO1","0302","DS17-5589","DS17040924201707190302","YAK","D04","CO","Dredge","22",4,2017-07-19,"850",137,"SH",NA,"WH",NA,NA,NA,"(135,137]","D04 (135,137]","17D5589~302"
"357",2017,2017-09-09,"SO2","0572","DS17-5594","DS17058200201709090572","YAK","D04","CO","Dredge","22",2,2017-09-09,"850",136,"SH",NA,"WH",NA,NA,NA,"(135,137]","D04 (135,137]","17D5594~572"
"358",2017,2017-09-01,"SO2","0431","DS17-5594","DS17058200201709010431","YAK","D04","CO","Dredge","22",2,2017-09-01,"850",136,"SH",NA,"WH",NA,NA,NA,"(135,137]","D04 (135,137]","17D5594~431"
"361",2017,2017-07-18,"SO1","0280","DS17-5589","DS17040924201707180280","YAK","D04","CO","Dredge","22",48,2017-07-18,"850",92,"SH",NA,"WH",NA,NA,NA,"(91,93]","D04 (91,93]","17D5589~280"
"362",2017,2017-07-21,"SO1","0342","DS17-5589","DS17040924201707210342","YAK","D04","CO","Dredge","22",49,2017-07-21,"850",93,"SH",NA,"WH",NA,NA,NA,"(91,93]","D04 (91,93]","17D5589~342"
"363",2017,2017-09-02,"SO1","0444","DS17-5594","DS17058200201709020444","YAK","D04","CO","Dredge","22",58,2017-09-02,"850",93,"SH",NA,"WH",NA,NA,NA,"(91,93]","D04 (91,93]","17D5594~444"
"365",2017,2017-08-23,"SO1","0321","DS17-5594","DS17058200201708230321","YAK","D04","CO","Dredge","22",51,2017-08-23,"850",92,"SH",NA,"WH",NA,NA,NA,"(91,93]","D04 (91,93]","17D5594~321"
"366",2017,2017-08-23,"SO1","0317","DS17-5594","DS17058200201708230317","YAK","D04","CO","Dredge","22",41,2017-08-23,"850",95,"SH",NA,"WH",NA,NA,NA,"(93,95]","D04 (93,95]","17D5594~317"
"367",2017,2017-07-31,"SO1","0521","DS17-5589","DS17040924201707310521","YAK","D04","CO","Dredge","22",49,2017-07-31,"850",94,"SH",NA,"WH",NA,NA,NA,"(93,95]","D04 (93,95]","17D5589~521"
"368",2017,2017-09-04,"SO1","0484","DS17-5594","DS17058200201709040484","YAK","D04","CO","Dredge","22",52,2017-09-04,"850",95,"SH",NA,"WH",NA,NA,NA,"(93,95]","D04 (93,95]","17D5594~484"
"369",2017,2017-08-27,"SO1","0387","DS17-5594","DS17058200201708270387","YAK","D04","CO","Dredge","22",49,2017-08-27,"850",95,"SH",NA,"WH",NA,NA,NA,"(93,95]","D04 (93,95]","17D5594~387"
"371",2017,2017-07-20,"SO1","0318","DS17-5589","DS17040924201707200318","YAK","D04","CO","Dredge","22",47,2017-07-20,"850",87,"SH",NA,"WH",NA,NA,NA,"(85,87]","D04 (85,87]","17D5589~318"
"376",2017,2017-07-31,"SO1","0515","DS17-5589","DS17040924201707310515","YAK","D04","CO","Dredge","22",9,2017-07-31,"850",135,"SH",NA,"WH",NA,NA,NA,"(133,135]","D04 (133,135]","17D5589~515"
"377",2017,2017-09-05,"SO2","0500","DS17-5594","DS17058200201709050500","YAK","D04","CO","Dredge","22",3,2017-09-05,"850",135,"SH",NA,"WH",NA,NA,NA,"(133,135]","D04 (133,135]","17D5594~500"
"381",2017,2017-08-26,"SO2","0957","DS17-5589","DS17040924201708260957","YAK","D03","CO","Dredge","22",6,2017-08-26,"850",130,"SH",NA,"WH",NA,NA,NA,"(125,131]","D03 (125,131]","17D5589~957"
"382",2017,2017-09-14,"SO2","0647","DS17-5594","DS17058200201709140647","YAK","D03","CO","Dredge","22",5,2017-09-14,"850",130,"SH",NA,"WH",NA,NA,NA,"(125,131]","D03 (125,131]","17D5594~647"
"383",2017,2017-08-26,"SO2","0957","DS17-5589","DS17040924201708260957","YAK","D03","CO","Dredge","22",9,2017-08-26,"850",131,"SH",NA,"WH",NA,NA,NA,"(125,131]","D03 (125,131]","17D5589~957"
"384",2017,2017-08-26,"SO2","0957","DS17-5589","DS17040924201708260957","YAK","D03","CO","Dredge","22",5,2017-08-26,"850",126,"SH",NA,"WH",NA,NA,NA,"(125,131]","D03 (125,131]","17D5589~957"
"385",2017,2017-09-14,"SO2","0647","DS17-5594","DS17058200201709140647","YAK","D03","CO","Dredge","22",7,2017-09-14,"850",127,"SH",NA,"WH",NA,NA,NA,"(125,131]","D03 (125,131]","17D5594~647"
"386",2017,2017-08-04,"SO1","0535","DS17-5589","DS17040924201708040535","YAK","D03","CO","Dredge","22",50,2017-08-04,"850",103,"SH",NA,"WH",NA,NA,NA,"(101,103]","D03 (101,103]","17D5589~535"
"391",2017,2017-08-04,"SO1","0537","DS17-5589","DS17040924201708040537","YAK","D03","CO","Dredge","22",50,2017-08-04,"850",98,"SH",NA,"WH",NA,NA,NA,"(97,99]","D03 (97,99]","17D5589~537"
"392",2017,2017-09-14,"SO1","0645","DS17-5594","DS17058200201709140645","YAK","D03","CO","Dredge","22",52,2017-09-14,"850",98,"SH",NA,"WH",NA,NA,NA,"(97,99]","D03 (97,99]","17D5594~645"
"393",2017,2017-08-27,"SO1","0973","DS17-5589","DS17040924201708270973","YAK","D03","CO","Dredge","22",47,2017-08-27,"850",99,"SH",NA,"WH",NA,NA,NA,"(97,99]","D03 (97,99]","17D5589~973"
"396",2017,2017-08-04,"SO2","0539","DS17-5589","DS17040924201708040539","YAK","D03","CO","Dredge","22",1,2017-08-04,"850",136,"SH",NA,"WH",NA,NA,NA,"(135,137]","D03 (135,137]","17D5589~539"
"397",2017,2017-09-13,"SO1","0630","DS17-5594","DS17058200201709130630","YAK","D03","CO","Dredge","22",8,2017-09-13,"850",137,"SH",NA,"WH",NA,NA,NA,"(135,137]","D03 (135,137]","17D5594~630"
"401",2017,2017-08-23,"SO1","0899","DS17-5589","DS17040924201708230899","YAK","D03","CO","Dredge","22",4,2017-08-23,"850",132,"SH",NA,"WH",NA,NA,NA,"(131,133]","D03 (131,133]","17D5589~899"
"403",2017,2017-08-04,"SO2","0539","DS17-5589","DS17040924201708040539","YAK","D03","CO","Dredge","22",2,2017-08-04,"850",132,"SH",NA,"WH",NA,NA,NA,"(131,133]","D03 (131,133]","17D5589~539"
"404",2017,2017-08-26,"SO1","0951","DS17-5589","DS17040924201708260951","YAK","D03","CO","Dredge","22",5,2017-08-26,"850",132,"SH",NA,"WH",NA,NA,NA,"(131,133]","D03 (131,133]","17D5589~951"
"406",2017,2017-08-04,"SO2","0539","DS17-5589","DS17040924201708040539","YAK","D03","CO","Dredge","22",9,2017-08-04,"850",116,"SH",NA,"WH",NA,NA,NA,"(115,117]","D03 (115,117]","17D5589~539"
"409",2017,2017-08-22,"SO1","0881","DS17-5589","DS17040924201708220881","YAK","D03","CO","Dredge","22",47,2017-08-22,"850",116,"SH",NA,"WH",NA,NA,NA,"(115,117]","D03 (115,117]","17D5589~881"
"410",2017,2017-09-14,"SO2","0647","DS17-5594","DS17058200201709140647","YAK","D03","CO","Dredge","22",8,2017-09-14,"850",117,"SH",NA,"WH",NA,NA,NA,"(115,117]","D03 (115,117]","17D5594~647"
"411",2017,2017-08-26,"SO1","0953","DS17-5589","DS17040924201708260953","YAK","D03","CO","Dredge","22",5,2017-08-26,"850",124,"SH",NA,"WH",NA,NA,NA,"(123,125]","D03 (123,125]","17D5589~953"
"412",2017,2017-08-23,"SO2","0907","DS17-5589","DS17040924201708230907","YAK","D03","CO","Dredge","22",7,2017-08-23,"850",124,"SH",NA,"WH",NA,NA,NA,"(123,125]","D03 (123,125]","17D5589~907"
"413",2017,2017-08-21,"SO2","0858","DS17-5589","DS17040924201708210858","YAK","D03","CO","Dredge","22",4,2017-08-21,"850",124,"SH",NA,"WH",NA,NA,NA,"(123,125]","D03 (123,125]","17D5589~858"
"416",2017,2017-08-20,"SO1","0842","DS17-5589","DS17040924201708200842","YAK","D03","CO","Dredge","22",9,2017-08-20,"850",113,"SH",NA,"WH",NA,NA,NA,"(111,113]","D03 (111,113]","17D5589~842"
"418",2017,2017-08-04,"SO2","0539","DS17-5589","DS17040924201708040539","YAK","D03","CO","Dredge","22",6,2017-08-04,"850",113,"SH",NA,"WH",NA,NA,NA,"(111,113]","D03 (111,113]","17D5589~539"
"419",2017,2017-08-25,"SO1","0937","DS17-5589","DS17040924201708250937","YAK","D03","CO","Dredge","22",42,2017-08-25,"850",112,"SH",NA,"WH",NA,NA,NA,"(111,113]","D03 (111,113]","17D5589~937"
"420",2017,2017-08-20,"SO1","0840","DS17-5589","DS17040924201708200840","YAK","D03","CO","Dredge","22",49,2017-08-20,"850",113,"SH",NA,"WH",NA,NA,NA,"(111,113]","D03 (111,113]","17D5589~840"
"421",2017,2017-08-04,"SO2","0539","DS17-5589","DS17040924201708040539","YAK","D03","CO","Dredge","22",7,2017-08-04,"850",110,"SH",NA,"WH",NA,NA,NA,"(109,111]","D03 (109,111]","17D5589~539"
"422",2017,2017-08-19,"SO1","0830","DS17-5589","DS17040924201708190830","YAK","D03","CO","Dredge","22",41,2017-08-19,"850",111,"SH",NA,"WH",NA,NA,NA,"(109,111]","D03 (109,111]","17D5589~830"
"426",2017,2017-08-04,"SO2","0539","DS17-5589","DS17040924201708040539","YAK","D03","CO","Dredge","22",8,2017-08-04,"850",123,"SH",NA,"WH",NA,NA,NA,"(121,123]","D03 (121,123]","17D5589~539"
"427",2017,2017-08-22,"SO1","0877","DS17-5589","DS17040924201708220877","YAK","D03","CO","Dredge","22",7,2017-08-22,"850",123,"SH",NA,"WH",NA,NA,NA,"(121,123]","D03 (121,123]","17D5589~877"
"428",2017,2017-09-13,"SO1","0632","DS17-5594","DS17058200201709130632","YAK","D03","CO","Dredge","22",9,2017-09-13,"850",123,"SH",NA,"WH",NA,NA,NA,"(121,123]","D03 (121,123]","17D5594~632"
"430",2017,2017-08-04,"SO2","0539","DS17-5589","DS17040924201708040539","YAK","D03","CO","Dredge","22",10,2017-08-04,"850",123,"SH",NA,"WH",NA,NA,NA,"(121,123]","D03 (121,123]","17D5589~539"
"431",2017,2017-08-15,"SO1","0745","DS17-5589","DS17040924201708150745","YAK","D02","CO","Dredge","22",4,2017-08-15,"850",116,"SH",NA,"WH",NA,NA,NA,"(115,117]","D02 (115,117]","17D5589~745"
"432",2017,2017-08-12,"SO1","0696","DS17-5589","DS17040924201708120696","YAK","D02","CO","Dredge","22",7,2017-08-12,"850",117,"SH",NA,"WH",NA,NA,NA,"(115,117]","D02 (115,117]","17D5589~696"
"433",2017,2017-08-14,"SO2","0175","DS17-5594","DS17058200201708140175","YAK","D02","CO","Dredge","22",8,2017-08-14,"850",116,"SH",NA,"WH",NA,NA,NA,"(115,117]","D02 (115,117]","17D5594~175"
"434",2017,2017-08-14,"SO2","0175","DS17-5594","DS17058200201708140175","YAK","D02","CO","Dredge","22",7,2017-08-14,"850",116,"SH",NA,"WH",NA,NA,NA,"(115,117]","D02 (115,117]","17D5594~175"
"435",2017,2017-08-17,"SO1","0788","DS17-5589","DS17040924201708170788","YAK","D02","CO","Dredge","22",45,2017-08-17,"850",116,"SH",NA,"WH",NA,NA,NA,"(115,117]","D02 (115,117]","17D5589~788"
"436",2017,2017-08-10,"SO1","0095","DS17-5594","DS17058200201708100095","YAK","D02","CO","Dredge","22",50,2017-08-10,"850",96,"SH",NA,"WH",NA,NA,NA,"(95,97]","D02 (95,97]","17D5594~095"
"437",2017,2017-08-20,"SO1","0291","DS17-5594","DS17058200201708200291","YAK","D02","CO","Dredge","22",46,2017-08-20,"850",96,"SH",NA,"WH",NA,NA,NA,"(95,97]","D02 (95,97]","17D5594~291"
"438",2017,2017-08-13,"SO1","0154","DS17-5594","DS17058200201708130154","YAK","D02","CO","Dredge","22",48,2017-08-13,"850",97,"SH",NA,"WH",NA,NA,NA,"(95,97]","D02 (95,97]","17D5594~154"
"439",2017,2017-08-16,"SO1","0211","DS17-5594","DS17058200201708160211","YAK","D02","CO","Dredge","22",49,2017-08-16,"850",96,"SH",NA,"WH",NA,NA,NA,"(95,97]","D02 (95,97]","17D5594~211"
"441",2017,2017-08-10,"SO2","0652","DS17-5589","DS17040924201708100652","YAK","D02","CO","Dredge","22",7,2017-08-10,"850",125,"SH",NA,"WH",NA,NA,NA,"(123,125]","D02 (123,125]","17D5589~652"
"442",2017,2017-08-13,"SO1","0713","DS17-5589","DS17040924201708130713","YAK","D02","CO","Dredge","22",6,2017-08-13,"850",124,"SH",NA,"WH",NA,NA,NA,"(123,125]","D02 (123,125]","17D5589~713"
"443",2017,2017-08-08,"SO1","0606","DS17-5589","DS17040924201708080606","YAK","D02","CO","Dredge","22",1,2017-08-08,"850",124,"SH",NA,"WH",NA,NA,NA,"(123,125]","D02 (123,125]","17D5589~606"
"444",2017,2017-08-06,"SO1","0574","DS17-5589","DS17040924201708060574","YAK","D02","CO","Dredge","22",3,2017-08-06,"850",124,"SH",NA,"WH",NA,NA,NA,"(123,125]","D02 (123,125]","17D5589~574"
"445",2017,2017-08-08,"SO2","0063","DS17-5594","DS17058200201708080063","YAK","D02","CO","Dredge","22",4,2017-08-08,"850",125,"SH",NA,"WH",NA,NA,NA,"(123,125]","D02 (123,125]","17D5594~063"
"446",2017,2017-08-05,"SO1","0554","DS17-5589","DS17040924201708050554","YAK","D02","CO","Dredge","22",41,2017-08-05,"850",98,"SH",NA,"WH",NA,NA,NA,"(97,99]","D02 (97,99]","17D5589~554"
"447",2017,2017-08-11,"SO1","0674","DS17-5589","DS17040924201708110674","YAK","D02","CO","Dredge","22",49,2017-08-11,"850",99,"SH",NA,"WH",NA,NA,NA,"(97,99]","D02 (97,99]","17D5589~674"
"448",2017,2017-08-18,"SO1","0252","DS17-5594","DS17058200201708180252","YAK","D02","CO","Dredge","22",48,2017-08-18,"850",98,"SH",NA,"WH",NA,NA,NA,"(97,99]","D02 (97,99]","17D5594~252"
"449",2017,2017-08-14,"SO1","0729","DS17-5589","DS17040924201708140729","YAK","D02","CO","Dredge","22",48,2017-08-14,"850",98,"SH",NA,"WH",NA,NA,NA,"(97,99]","D02 (97,99]","17D5589~729"
"451",2017,2017-08-17,"SO2","0230","DS17-5594","DS17058200201708170230","YAK","D02","CO","Dredge","22",9,2017-08-17,"850",132,"SH",NA,"WH",NA,NA,NA,"(131,133]","D02 (131,133]","17D5594~230"
"452",2017,2017-08-17,"SO2","0230","DS17-5594","DS17058200201708170230","YAK","D02","CO","Dredge","22",7,2017-08-17,"850",132,"SH",NA,"WH",NA,NA,NA,"(131,133]","D02 (131,133]","17D5594~230"
"453",2017,2017-08-20,"SO1","0291","DS17-5594","DS17058200201708200291","YAK","D02","CO","Dredge","22",6,2017-08-20,"850",132,"SH",NA,"WH",NA,NA,NA,"(131,133]","D02 (131,133]","17D5594~291"
"455",2017,2017-08-18,"SO2","0804","DS17-5589","DS17040924201708180804","YAK","D02","CO","Dredge","22",7,2017-08-18,"850",132,"SH",NA,"WH",NA,NA,NA,"(131,133]","D02 (131,133]","17D5589~804"
"456",2017,2017-08-18,"SO1","0806","DS17-5589","DS17040924201708180806","YAK","D02","CO","Dredge","22",47,2017-08-18,"850",106,"SH",NA,"WH",NA,NA,NA,"(105,107]","D02 (105,107]","17D5589~806"
"457",2017,2017-08-16,"SO1","0207","DS17-5594","DS17058200201708160207","YAK","D02","CO","Dredge","22",59,2017-08-16,"850",107,"SH",NA,"WH",NA,NA,NA,"(105,107]","D02 (105,107]","17D5594~207"
"458",2017,2017-08-05,"SO1","0022","DS17-5594","DS17058200201708050022","YAK","D02","CO","Dredge","22",51,2017-08-05,"850",106,"SH",NA,"WH",NA,NA,NA,"(105,107]","D02 (105,107]","17D5594~022"
"459",2017,2017-08-16,"SO1","0765","DS17-5589","DS17040924201708160765","YAK","D02","CO","Dredge","22",49,2017-08-16,"850",106,"SH",NA,"WH",NA,NA,NA,"(105,107]","D02 (105,107]","17D5589~765"
"460",2017,2017-08-09,"SO1","0083","DS17-5594","DS17058200201708090083","YAK","D02","CO","Dredge","22",47,2017-08-09,"850",107,"SH",NA,"WH",NA,NA,NA,"(105,107]","D02 (105,107]","17D5594~083"
